id,time_d_matrix,time_clust,time_total,N3_easycategs_ml_1,N3_easycategs_ml_100,N3_random_ml_1,N3_random_ml_100,N3_1,N3_100,N2,CI,CI_categs_constr,cluster,categs_constr_count,elem_qtt
hierarq_ward_categs_constr_False-node2vec_32d_P3.0-graph_act_attrib-categconstr_expnode2categs_edge_qtt_traces,28.88248491,25.9592309,166.1240749,0.004994648591,0.0286068498,0.7846410684,0.7821164904,0.0004013485311,0.01589380318,0.3624507504,0.7635154382,0.6114449988,2,0,2442
hierarq_ward_categs_constr_False-node2vec_32d_P3.0-graph_act_attrib-categconstr_expnode2categs_edge_qtt_traces,28.88248491,25.9592309,166.1240749,0.004994648591,0.0286068498,0.7846410684,0.7821164904,0.0004013485311,0.01589380318,0.3624507504,0.7635154382,0.6114449988,3,1403,1403
hierarq_ward_categs_constr_False-node2vec_32d_P3.0-graph_act_attrib-categconstr_expnode2categs_edge_qtt_traces,28.88248491,25.9592309,166.1240749,0.004994648591,0.0286068498,0.7846410684,0.7821164904,0.0004013485311,0.01589380318,0.3624507504,0.7635154382,0.6114449988,4,1050,14668
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_categ_expnode2categs,28.08719587,27.27179098,163.454397,0.0001783803068,0.002706029254,0.7838990911,0.7810628826,0.0002408091186,0.002290094718,0.2137862292,0.8927650715,0.01322824883,0,5590,5590
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_categ_expnode2categs,28.08719587,27.27179098,163.454397,0.0001783803068,0.002706029254,0.7838990911,0.7810628826,0.0002408091186,0.002290094718,0.2137862292,0.8927650715,0.01322824883,1,0,5064
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_categ_expnode2categs,28.08719587,27.27179098,163.454397,0.0001783803068,0.002706029254,0.7838990911,0.7810628826,0.0002408091186,0.002290094718,0.2137862292,0.8927650715,0.01322824883,2,2,2100
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_categ_expnode2categs,28.08719587,27.27179098,163.454397,0.0001783803068,0.002706029254,0.7838990911,0.7810628826,0.0002408091186,0.002290094718,0.2137862292,0.8927650715,0.01322824883,3,13,2015
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_categ_expnode2categs,28.08719587,27.27179098,163.454397,0.0001783803068,0.002706029254,0.7838990911,0.7810628826,0.0002408091186,0.002290094718,0.2137862292,0.8927650715,0.01322824883,4,1,10147
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_attrib1_10nn_variants_edges_18max,28.26027489,33.25459313,171.0766089,0.008919015341,0.04435426329,0.7826006307,0.7818141347,0.001966607802,0.01494140311,0.3068695126,0.8376727102,0.9387316478,0,747,3029
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_attrib1_10nn_variants_edges_18max,28.26027489,33.25459313,171.0766089,0.008919015341,0.04435426329,0.7826006307,0.7818141347,0.001966607802,0.01494140311,0.3068695126,0.8376727102,0.9387316478,1,893,3337
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_attrib1_10nn_variants_edges_18max,28.26027489,33.25459313,171.0766089,0.008919015341,0.04435426329,0.7826006307,0.7818141347,0.001966607802,0.01494140311,0.3068695126,0.8376727102,0.9387316478,2,606,3563
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_attrib1_10nn_variants_edges_18max,28.26027489,33.25459313,171.0766089,0.008919015341,0.04435426329,0.7826006307,0.7818141347,0.001966607802,0.01494140311,0.3068695126,0.8376727102,0.9387316478,3,2030,2034
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_attrib1_10nn_variants_edges_18max,28.26027489,33.25459313,171.0766089,0.008919015341,0.04435426329,0.7826006307,0.7818141347,0.001966607802,0.01494140311,0.3068695126,0.8376727102,0.9387316478,4,1330,12953
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_act_attrib,28.77804303,29.86721802,166.4583621,0.001248662148,0.02983232251,0.7907623817,0.7820608421,0.0007224273559,0.008557954728,0.2659130555,0.841268345,0.4456535298,0,18,3539
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_act_attrib,28.77804303,29.86721802,166.4583621,0.001248662148,0.02983232251,0.7907623817,0.7820608421,0.0007224273559,0.008557954728,0.2659130555,0.841268345,0.4456535298,1,3380,3380
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_act_attrib,28.77804303,29.86721802,166.4583621,0.001248662148,0.02983232251,0.7907623817,0.7820608421,0.0007224273559,0.008557954728,0.2659130555,0.841268345,0.4456535298,2,28,2494
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_act_attrib,28.77804303,29.86721802,166.4583621,0.001248662148,0.02983232251,0.7907623817,0.7820608421,0.0007224273559,0.008557954728,0.2659130555,0.841268345,0.4456535298,3,0,2581
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_act_attrib,28.77804303,29.86721802,166.4583621,0.001248662148,0.02983232251,0.7907623817,0.7820608421,0.0007224273559,0.008557954728,0.2659130555,0.841268345,0.4456535298,4,2180,12922
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_act_attrib_expnode2categs,30.15711689,24.34059286,162.3263149,0.001248662148,0.01747056725,0.7889074383,0.7837562604,0.0006020227966,0.01269625943,0.2675500181,0.8307542518,0.4507519901,0,0,3447
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_act_attrib_expnode2categs,30.15711689,24.34059286,162.3263149,0.001248662148,0.01747056725,0.7889074383,0.7837562604,0.0006020227966,0.01269625943,0.2675500181,0.8307542518,0.4507519901,1,3263,3263
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_act_attrib_expnode2categs,30.15711689,24.34059286,162.3263149,0.001248662148,0.01747056725,0.7889074383,0.7837562604,0.0006020227966,0.01269625943,0.2675500181,0.8307542518,0.4507519901,2,54,2708
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_act_attrib_expnode2categs,30.15711689,24.34059286,162.3263149,0.001248662148,0.01747056725,0.7889074383,0.7837562604,0.0006020227966,0.01269625943,0.2675500181,0.8307542518,0.4507519901,3,0,2292
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_act_attrib_expnode2categs,30.15711689,24.34059286,162.3263149,0.001248662148,0.01747056725,0.7889074383,0.7837562604,0.0006020227966,0.01269625943,0.2675500181,0.8307542518,0.4507519901,4,2289,13206
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_act_categ,28.08978891,29.74978495,166.0212138,0.001070281841,0.0141295041,0.7790762382,0.7826136153,0.0002408091186,0.001783592872,0.08043721459,0.8337039677,0.433723033,0,1,3459
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_act_categ,28.08978891,29.74978495,166.0212138,0.001070281841,0.0141295041,0.7790762382,0.7826136153,0.0002408091186,0.001783592872,0.08043721459,0.8337039677,0.433723033,1,3269,3269
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_act_categ,28.08978891,29.74978495,166.0212138,0.001070281841,0.0141295041,0.7790762382,0.7826136153,0.0002408091186,0.001783592872,0.08043721459,0.8337039677,0.433723033,2,2,2416
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_act_categ,28.08978891,29.74978495,166.0212138,0.001070281841,0.0141295041,0.7790762382,0.7826136153,0.0002408091186,0.001783592872,0.08043721459,0.8337039677,0.433723033,3,13,2633
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_act_categ,28.08978891,29.74978495,166.0212138,0.001070281841,0.0141295041,0.7790762382,0.7826136153,0.0002408091186,0.001783592872,0.08043721459,0.8337039677,0.433723033,4,2321,13139
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_categ1,30.88150096,27.22710228,166.8493252,0,0.03376739208,0.7850120571,0.7844778334,8.03E-05,0.004366270669,0.2067475362,0.7818911796,0.6347885759,0,1,3685
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_categ1,30.88150096,27.22710228,166.8493252,0,0.03376739208,0.7850120571,0.7844778334,8.03E-05,0.004366270669,0.2067475362,0.7818911796,0.6347885759,1,2323,2323
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_categ1,30.88150096,27.22710228,166.8493252,0,0.03376739208,0.7850120571,0.7844778334,8.03E-05,0.004366270669,0.2067475362,0.7818911796,0.6347885759,2,887,2444
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_categ1,30.88150096,27.22710228,166.8493252,0,0.03376739208,0.7850120571,0.7844778334,8.03E-05,0.004366270669,0.2067475362,0.7818911796,0.6347885759,3,0,2110
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_categ1,30.88150096,27.22710228,166.8493252,0,0.03376739208,0.7850120571,0.7844778334,8.03E-05,0.004366270669,0.2067475362,0.7818911796,0.6347885759,4,2395,14354
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_attrib,29.15367818,32.43224597,169.3624682,0.001783803068,0.03677845166,0.7831571137,0.7830736413,0.000762562209,0.01972868839,0.2972226046,0.7891097592,0.3328176142,0,18,2771
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_attrib,29.15367818,32.43224597,169.3624682,0.001783803068,0.03677845166,0.7831571137,0.7830736413,0.000762562209,0.01972868839,0.2972226046,0.7891097592,0.3328176142,1,864,2894
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_attrib,29.15367818,32.43224597,169.3624682,0.001783803068,0.03677845166,0.7831571137,0.7830736413,0.000762562209,0.01972868839,0.2972226046,0.7891097592,0.3328176142,2,19,2342
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_attrib,29.15367818,32.43224597,169.3624682,0.001783803068,0.03677845166,0.7831571137,0.7830736413,0.000762562209,0.01972868839,0.2972226046,0.7891097592,0.3328176142,3,67,2587
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_attrib,29.15367818,32.43224597,169.3624682,0.001783803068,0.03677845166,0.7831571137,0.7830736413,0.000762562209,0.01972868839,0.2972226046,0.7891097592,0.3328176142,4,4638,14322
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_attrib_10nn_variants_edges_18max_expnode2categs,27.74838686,28.4763,163.8398008,0.003210845523,0.03108098466,0.77573734,0.7839361899,0.001364585006,0.01186145449,0.3062844626,0.7777910746,0.8199638067,0,889,3185
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_attrib_10nn_variants_edges_18max_expnode2categs,27.74838686,28.4763,163.8398008,0.003210845523,0.03108098466,0.77573734,0.7839361899,0.001364585006,0.01186145449,0.3062844626,0.7777910746,0.8199638067,1,747,3030
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_attrib_10nn_variants_edges_18max_expnode2categs,27.74838686,28.4763,163.8398008,0.003210845523,0.03108098466,0.77573734,0.7839361899,0.001364585006,0.01186145449,0.3062844626,0.7777910746,0.8199638067,2,25,2273
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_attrib_10nn_variants_edges_18max_expnode2categs,27.74838686,28.4763,163.8398008,0.003210845523,0.03108098466,0.77573734,0.7839361899,0.001364585006,0.01186145449,0.3062844626,0.7777910746,0.8199638067,3,1939,1942
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_attrib_10nn_variants_edges_18max_expnode2categs,27.74838686,28.4763,163.8398008,0.003210845523,0.03108098466,0.77573734,0.7839361899,0.001364585006,0.01186145449,0.3062844626,0.7777910746,0.8199638067,4,2006,14486
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_categ,28.36626697,30.4318819,167.0116019,0,0.03283089547,0.7766648117,0.7816527546,0.0002006742655,0.005851260234,0.2096807403,0.8296236079,0.4545076769,0,1,3682
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_categ,28.36626697,30.4318819,167.0116019,0,0.03283089547,0.7766648117,0.7816527546,0.0002006742655,0.005851260234,0.2096807403,0.8296236079,0.4545076769,1,2931,4488
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_categ,28.36626697,30.4318819,167.0116019,0,0.03283089547,0.7766648117,0.7816527546,0.0002006742655,0.005851260234,0.2096807403,0.8296236079,0.4545076769,2,0,1902
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_categ,28.36626697,30.4318819,167.0116019,0,0.03283089547,0.7766648117,0.7816527546,0.0002006742655,0.005851260234,0.2096807403,0.8296236079,0.4545076769,3,41,2047
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_categ,28.36626697,30.4318819,167.0116019,0,0.03283089547,0.7766648117,0.7816527546,0.0002006742655,0.005851260234,0.2096807403,0.8296236079,0.4545076769,4,2633,12797
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_categ_10nn_variants_edges_18max,29.50595379,20.73442197,157.7048299,0.003745986443,0.05504102747,0.7874234836,0.7818196995,0.0006421576497,0.005976480976,0.2366830111,0.9030656446,0.8016965401,0,2614,3404
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_categ_10nn_variants_edges_18max,29.50595379,20.73442197,157.7048299,0.003745986443,0.05504102747,0.7874234836,0.7818196995,0.0006421576497,0.005976480976,0.2366830111,0.9030656446,0.8016965401,1,1314,11081
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_categ_10nn_variants_edges_18max,29.50595379,20.73442197,157.7048299,0.003745986443,0.05504102747,0.7874234836,0.7818196995,0.0006421576497,0.005976480976,0.2366830111,0.9030656446,0.8016965401,2,747,3032
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_categ_10nn_variants_edges_18max,29.50595379,20.73442197,157.7048299,0.003745986443,0.05504102747,0.7874234836,0.7818196995,0.0006421576497,0.005976480976,0.2366830111,0.9030656446,0.8016965401,3,894,3318
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_categ_10nn_variants_edges_18max,29.50595379,20.73442197,157.7048299,0.003745986443,0.05504102747,0.7874234836,0.7818196995,0.0006421576497,0.005976480976,0.2366830111,0.9030656446,0.8016965401,4,37,4081
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_attrib1,27.77159286,29.253474,173.1561301,0.002318943989,0.03716375312,0.7813021703,0.7832591356,0.000762562209,0.01654358645,0.2919039835,0.8583424213,0.5548581292,0,3353,3353
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_attrib1,27.77159286,29.253474,173.1561301,0.002318943989,0.03716375312,0.7813021703,0.7832591356,0.000762562209,0.01654358645,0.2919039835,0.8583424213,0.5548581292,1,322,4962
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_attrib1,27.77159286,29.253474,173.1561301,0.002318943989,0.03716375312,0.7813021703,0.7832591356,0.000762562209,0.01654358645,0.2919039835,0.8583424213,0.5548581292,2,19,2245
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_attrib1,27.77159286,29.253474,173.1561301,0.002318943989,0.03716375312,0.7813021703,0.7832591356,0.000762562209,0.01654358645,0.2919039835,0.8583424213,0.5548581292,3,41,2332
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant100_attrib1,27.77159286,29.253474,173.1561301,0.002318943989,0.03716375312,0.7813021703,0.7832591356,0.000762562209,0.01654358645,0.2919039835,0.8583424213,0.5548581292,4,1871,12024
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_attrib_expnode2categs,30.12717605,32.34496307,171.826293,0.001962183375,0.02027470567,0.7748098683,0.7801539603,0.001284315299,0.02283512602,0.296745726,0.8555512844,0.4345770961,0,3268,3269
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_attrib_expnode2categs,30.12717605,32.34496307,171.826293,0.001962183375,0.02027470567,0.7748098683,0.7801539603,0.001284315299,0.02283512602,0.296745726,0.8555512844,0.4345770961,1,2,4895
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_attrib_expnode2categs,30.12717605,32.34496307,171.826293,0.001962183375,0.02027470567,0.7748098683,0.7801539603,0.001284315299,0.02283512602,0.296745726,0.8555512844,0.4345770961,2,2,2276
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_attrib_expnode2categs,30.12717605,32.34496307,171.826293,0.001962183375,0.02027470567,0.7748098683,0.7801539603,0.001284315299,0.02283512602,0.296745726,0.8555512844,0.4345770961,3,13,2335
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_attrib_expnode2categs,30.12717605,32.34496307,171.826293,0.001962183375,0.02027470567,0.7748098683,0.7801539603,0.001284315299,0.02283512602,0.296745726,0.8555512844,0.4345770961,4,2321,12141
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_attrib_10nn_variants_edges_18max,29.53017998,30.09968114,167.6948888,0.007670353193,0.04443988584,0.7876089779,0.785409015,0.002207416921,0.01190600417,0.3059349206,0.8270299402,0.7110824379,0,749,3040
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_attrib_10nn_variants_edges_18max,29.53017998,30.09968114,167.6948888,0.007670353193,0.04443988584,0.7876089779,0.785409015,0.002207416921,0.01190600417,0.3059349206,0.8270299402,0.7110824379,1,887,3179
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_attrib_10nn_variants_edges_18max,29.53017998,30.09968114,167.6948888,0.007670353193,0.04443988584,0.7876089779,0.785409015,0.002207416921,0.01190600417,0.3059349206,0.8270299402,0.7110824379,2,624,3499
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_attrib_10nn_variants_edges_18max,29.53017998,30.09968114,167.6948888,0.007670353193,0.04443988584,0.7876089779,0.785409015,0.002207416921,0.01190600417,0.3059349206,0.8270299402,0.7110824379,3,31,1960
hierarq_ward_categs_constr_False-metapath_32d_3w_30l-hetgraph_variant_attrib_10nn_variants_edges_18max,29.53017998,30.09968114,167.6948888,0.007670353193,0.04443988584,0.7876089779,0.785409015,0.002207416921,0.01190600417,0.3059349206,0.8270299402,0.7110824379,4,3315,13238
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_categ_10nn_variants_edges_18max_expnode2categs,28.41361403,27.81992507,165.1861429,0.0007135212273,0.002811273635,0.7785197551,0.7797774068,0.0005618879435,0.004749157168,0.240244446,0.9108280078,0.3905539101,0,4541,4541
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_categ_10nn_variants_edges_18max_expnode2categs,28.41361403,27.81992507,165.1861429,0.0007135212273,0.002811273635,0.7785197551,0.7797774068,0.0005618879435,0.004749157168,0.240244446,0.9108280078,0.3905539101,1,13,2008
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_categ_10nn_variants_edges_18max_expnode2categs,28.41361403,27.81992507,165.1861429,0.0007135212273,0.002811273635,0.7785197551,0.7797774068,0.0005618879435,0.004749157168,0.240244446,0.9108280078,0.3905539101,2,1,9651
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_categ_10nn_variants_edges_18max_expnode2categs,28.41361403,27.81992507,165.1861429,0.0007135212273,0.002811273635,0.7785197551,0.7797774068,0.0005618879435,0.004749157168,0.240244446,0.9108280078,0.3905539101,3,459,2744
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_variant_categ_10nn_variants_edges_18max_expnode2categs,28.41361403,27.81992507,165.1861429,0.0007135212273,0.002811273635,0.7785197551,0.7797774068,0.0005618879435,0.004749157168,0.240244446,0.9108280078,0.3905539101,4,592,5972
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_act_categ_expnode2categs,41.92366576,38.60062313,190.2280138,0.001248662148,0.01154477346,0.7890929327,0.7836857726,0.0002006742655,0.00282228287,0.09445325387,0.8912927962,0.0575969804,0,5514,5514
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_act_categ_expnode2categs,41.92366576,38.60062313,190.2280138,0.001248662148,0.01154477346,0.7890929327,0.7836857726,0.0002006742655,0.00282228287,0.09445325387,0.8912927962,0.0575969804,1,1,3477
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_act_categ_expnode2categs,41.92366576,38.60062313,190.2280138,0.001248662148,0.01154477346,0.7890929327,0.7836857726,0.0002006742655,0.00282228287,0.09445325387,0.8912927962,0.0575969804,2,12,2636
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_act_categ_expnode2categs,41.92366576,38.60062313,190.2280138,0.001248662148,0.01154477346,0.7890929327,0.7836857726,0.0002006742655,0.00282228287,0.09445325387,0.8912927962,0.0575969804,3,2,2418
hierarq_ward_categs_constr_False-metapath_32d_4w_30l-hetgraph_act_categ_expnode2categs,41.92366576,38.60062313,190.2280138,0.001248662148,0.01154477346,0.7890929327,0.7836857726,0.0002006742655,0.00282228287,0.09445325387,0.8912927962,0.0575969804,4,77,10871
hierarq_ward_categs_constr_False-log_attrib_exp-not_filtered-with_constraint_col,98.99608397,40.2259922,299.207134,0.0003567606136,0.02029789511,0.7900204044,0.7833722871,0.00032114327,0.0102139617,0.02109322438,0.8203104222,0.4223814422,0,3260,3260
hierarq_ward_categs_constr_False-log_attrib_exp-not_filtered-with_constraint_col,98.99608397,40.2259922,299.207134,0.0003567606136,0.02029789511,0.7900204044,0.7833722871,0.00032114327,0.0102139617,0.02109322438,0.8203104222,0.4223814422,1,2346,2346
hierarq_ward_categs_constr_False-log_attrib_exp-not_filtered-with_constraint_col,98.99608397,40.2259922,299.207134,0.0003567606136,0.02029789511,0.7900204044,0.7833722871,0.00032114327,0.0102139617,0.02109322438,0.8203104222,0.4223814422,2,0,3308
hierarq_ward_categs_constr_False-log_attrib_exp-not_filtered-with_constraint_col,98.99608397,40.2259922,299.207134,0.0003567606136,0.02029789511,0.7900204044,0.7833722871,0.00032114327,0.0102139617,0.02109322438,0.8203104222,0.4223814422,3,0,2511
hierarq_ward_categs_constr_False-log_attrib_exp-not_filtered-with_constraint_col,98.99608397,40.2259922,299.207134,0.0003567606136,0.02029789511,0.7900204044,0.7833722871,0.00032114327,0.0102139617,0.02109322438,0.8203104222,0.4223814422,4,0,13486
hierarq_ward_categs_constr_False-act_tfidf_attrib_vec_bin-det_act-not_filtered-with_constraint_col,89.25167418,47.49545288,289.169909,0,0.001687477702,0.7644221851,0.7790873678,0.0007224273559,0.01548763847,0.02973411257,0.8136647397,0.4908442081,0,3220,3220
hierarq_ward_categs_constr_False-act_tfidf_attrib_vec_bin-det_act-not_filtered-with_constraint_col,89.25167418,47.49545288,289.169909,0,0.001687477702,0.7644221851,0.7790873678,0.0007224273559,0.01548763847,0.02973411257,0.8136647397,0.4908442081,1,2219,2219
hierarq_ward_categs_constr_False-act_tfidf_attrib_vec_bin-det_act-not_filtered-with_constraint_col,89.25167418,47.49545288,289.169909,0,0.001687477702,0.7644221851,0.7790873678,0.0007224273559,0.01548763847,0.02973411257,0.8136647397,0.4908442081,2,0,3253
hierarq_ward_categs_constr_False-act_tfidf_attrib_vec_bin-det_act-not_filtered-with_constraint_col,89.25167418,47.49545288,289.169909,0,0.001687477702,0.7644221851,0.7790873678,0.0007224273559,0.01548763847,0.02973411257,0.8136647397,0.4908442081,3,0,2570
hierarq_ward_categs_constr_False-act_tfidf_attrib_vec_bin-det_act-not_filtered-with_constraint_col,89.25167418,47.49545288,289.169909,0,0.001687477702,0.7644221851,0.7790873678,0.0007224273559,0.01548763847,0.02973411257,0.8136647397,0.4908442081,4,167,13654
hierarq_ward_categs_constr_False-log_attrib_exp_without_priority-not_filtered,79.8181901,48.81411886,287.6255822,0.01248662148,0.04241705316,0.7826006307,0.7791912447,0.0004415719963,0.00853036811,0.01960553502,0.8422368443,0.4790177825,0,39,3585
hierarq_ward_categs_constr_False-log_attrib_exp_without_priority-not_filtered,79.8181901,48.81411886,287.6255822,0.01248662148,0.04241705316,0.7826006307,0.7791912447,0.0004415719963,0.00853036811,0.01960553502,0.8422368443,0.4790177825,1,3348,3348
hierarq_ward_categs_constr_False-log_attrib_exp_without_priority-not_filtered,79.8181901,48.81411886,287.6255822,0.01248662148,0.04241705316,0.7826006307,0.7791912447,0.0004415719963,0.00853036811,0.01960553502,0.8422368443,0.4790177825,2,56,2725
hierarq_ward_categs_constr_False-log_attrib_exp_without_priority-not_filtered,79.8181901,48.81411886,287.6255822,0.01248662148,0.04241705316,0.7826006307,0.7791912447,0.0004415719963,0.00853036811,0.01960553502,0.8422368443,0.4790177825,3,14,2369
hierarq_ward_categs_constr_False-log_attrib_exp_without_priority-not_filtered,79.8181901,48.81411886,287.6255822,0.01248662148,0.04241705316,0.7826006307,0.7791912447,0.0004415719963,0.00853036811,0.01960553502,0.8422368443,0.4790177825,4,2149,12884
hierarq_ward_categs_constr_False-log_attrib_exp_without_priority-not_filtered-with_constraint_col,89.59204221,58.84680009,323.0171893,0.0003567606136,0.01605066001,0.7707289928,0.7824967538,0.0004014290876,0.01091565975,0.01916522363,0.8325555974,0.4188130002,0,3349,3349
hierarq_ward_categs_constr_False-log_attrib_exp_without_priority-not_filtered-with_constraint_col,89.59204221,58.84680009,323.0171893,0.0003567606136,0.01605066001,0.7707289928,0.7824967538,0.0004014290876,0.01091565975,0.01916522363,0.8325555974,0.4188130002,1,2257,2257
hierarq_ward_categs_constr_False-log_attrib_exp_without_priority-not_filtered-with_constraint_col,89.59204221,58.84680009,323.0171893,0.0003567606136,0.01605066001,0.7707289928,0.7824967538,0.0004014290876,0.01091565975,0.01916522363,0.8325555974,0.4188130002,2,0,3502
hierarq_ward_categs_constr_False-log_attrib_exp_without_priority-not_filtered-with_constraint_col,89.59204221,58.84680009,323.0171893,0.0003567606136,0.01605066001,0.7707289928,0.7824967538,0.0004014290876,0.01091565975,0.01916522363,0.8325555974,0.4188130002,3,0,2669
hierarq_ward_categs_constr_False-log_attrib_exp_without_priority-not_filtered-with_constraint_col,89.59204221,58.84680009,323.0171893,0.0003567606136,0.01605066001,0.7707289928,0.7824967538,0.0004014290876,0.01091565975,0.01916522363,0.8325555974,0.4188130002,4,0,13134
hierarq_ward_categs_constr_False-act_tfidf_attrib_vec_bin_without_priority-det_act-not_filtered,74.33167911,32.09747982,199.121769,0.0007135212273,0.02511951481,0.789278427,0.7808736784,0.0006421576497,0.01261277894,0.02148163773,0.8366929094,0.4472100459,0,0,3487
hierarq_ward_categs_constr_False-act_tfidf_attrib_vec_bin_without_priority-det_act-not_filtered,74.33167911,32.09747982,199.121769,0.0007135212273,0.02511951481,0.789278427,0.7808736784,0.0006421576497,0.01261277894,0.02148163773,0.8366929094,0.4472100459,1,3289,3289
hierarq_ward_categs_constr_False-act_tfidf_attrib_vec_bin_without_priority-det_act-not_filtered,74.33167911,32.09747982,199.121769,0.0007135212273,0.02511951481,0.789278427,0.7808736784,0.0006421576497,0.01261277894,0.02148163773,0.8366929094,0.4472100459,2,24,2677
hierarq_ward_categs_constr_False-act_tfidf_attrib_vec_bin_without_priority-det_act-not_filtered,74.33167911,32.09747982,199.121769,0.0007135212273,0.02511951481,0.789278427,0.7808736784,0.0006421576497,0.01261277894,0.02148163773,0.8366929094,0.4472100459,3,17,2407
